Date,TAVG (Degrees Fahrenheit),TMAX (Degrees Fahrenheit),TMIN (Degrees Fahrenheit),PRCP (Inches),SNOW,SNWD (Inches)
1970/10/28,44,51,33,0,,
1970/10/29,43,56,31,0,,
1970/10/30,45,60,31,0,,
1970/10/31,47,63,35,0,,
1970/11/1,45,61,33,0,,
1970/11/2,45,59,36,0,,
1970/11/3,53,59,43,0,,
1970/11/4,45,59,33,0,,
1970/11/5,47,60,37,0,,
1970/11/6,48,60,38,0,,
1970/11/7,44,57,33,0,,
1970/11/8,48,64,37,0,,
1970/11/9,48,61,36,0,,
1970/11/10,47,55,40,0,,
1970/11/11,42,55,31,0,,
1970/11/12,42,55,33,0,,
1970/11/13,40,52,35,0,,
1970/11/14,33,39,28,0,,
1970/11/15,35,47,22,0,,
1970/11/16,33,49,22,0,,
1970/11/17,35,50,24,0,,
1970/11/18,39,53,27,0,,
1970/11/19,41,54,31,0,,
1970/11/20,37,45,33,0,,
1970/11/21,26,34,20,0,,
1970/11/22,29,38,19,0,,
1970/11/23,29,41,17,0,,
1970/11/24,29,36,21,0,,
1970/11/25,33,45,24,0,,
1970/11/26,32,48,21,0,,
1970/11/27,32,39,26,0,,
1970/11/28,25,30,19,0,,
1970/11/29,20,29,13,0,,
1970/11/30,20,31,10,0,,
1970/12/1,23,31,16,0,,
1970/12/2,31,40,23,0,,
1970/12/3,31,48,18,0,,
1970/12/4,31,46,22,0,,
1970/12/5,30,45,19,0,,
1970/12/6,33,46,20,0,,
1970/12/7,29,38,14,0,,
1970/12/8,26,38,17,0,,
1970/12/9,28,42,17,0,,
1970/12/10,29,37,20,0,,
1970/12/11,33,42,27,0,,
1970/12/12,28,40,22,0,,
1970/12/13,26,35,15,0,,
1970/12/14,24,38,13,0,,
1970/12/15,26,38,17,0,,
1970/12/16,27,38,20,0,,
1970/12/17,36,44,30,0,,
1970/12/18,29,34,22,0,,
1970/12/19,25,34,19,0,,
1970/12/20,25,39,15,0,,
1970/12/21,26,37,20,0,,
1970/12/22,29,40,17,0,,
1970/12/23,27,41,16,0,,
1970/12/24,18,28,15,0,,
1970/12/25,15,28,4,0,,
1970/12/26,21,30,10,0,,
1970/12/27,19,34,8,0,,
1970/12/28,21,36,10,0,,
1970/12/29,23,35,12,0,,
1970/12/30,26,41,10,0,,
1970/12/31,24,36,11,0,,
1971/1/1,25,37,15,0,,
1971/1/2,22,40,8,0,,
1971/1/3,21,30,15,0,,
1971/1/4,11,22,2,0,,
1971/1/5,14,28,5,0,,
1971/1/6,22,39,8,0,,
1971/1/7,25,31,18,0,,
1971/1/8,26,40,12,0,,
1971/1/9,25,41,12,0,,
1971/1/10,30,50,13,0,,
1971/1/11,28,40,21,0,,
1971/1/12,20,29,11,0,,
1971/1/13,26,37,19,0,,
1971/1/14,22,37,10,0,,
1971/1/15,29,51,14,0,,
1971/1/16,28,42,15,0,,
1971/1/17,32,43,25,0,,
1971/1/18,34,42,24,0,,
1971/1/19,33,37,29,0,,
1971/1/20,29,34,22,0,,
1971/1/21,21,31,11,0,,
1971/1/22,26,38,20,0,,
1971/1/23,24,37,13,0,,
1971/1/24,26,33,20,0,,
1971/1/25,24,33,15,0,,
1971/1/26,23,30,15,0,,
1971/1/27,20,31,14,0,,
1971/1/28,20,33,10,0,,
1971/1/29,22,30,16,0,,
1971/1/30,25,37,9,0,,
1971/1/31,23,33,16,0,,
1971/2/1,21,33,11,0,,
1971/2/2,24,31,15,0,,
1971/2/3,22,28,13,0,,
1971/2/4,21,30,15,0,,
1971/2/5,20,32,10,0,,
1971/2/6,23,33,12,0,,
1971/2/7,22,38,9,0,,
1971/2/8,25,36,15,0,,
1971/2/9,23,36,11,0,,
1971/2/10,24,40,8,0,,
1971/2/11,27,38,17,0,,
1971/2/12,33,40,26,0,,
1971/2/13,29,39,16,0,,
1971/2/14,33,44,20,0,,
1971/2/15,31,38,18,0,,
1971/2/16,28,34,23,0.03,,
1971/2/17,25,37,16,0,,
1971/2/18,26,39,14,0,,
1971/2/19,29,42,16,0,,
1971/2/20,31,42,20,0,,
1971/2/21,33,39,31,0.07,,
1971/2/22,35,44,25,0,,
1971/2/23,32,41,22,0,,
1971/2/24,27,35,19,0,,
1971/2/25,32,35,29,0,,
1971/2/26,31,44,27,0,,
1971/2/27,23,27,21,0.03,,
1971/2/28,25,30,20,0,,
1971/3/1,26,28,24,0.07,,
1971/3/2,22,27,17,0.52,,
1971/3/3,16,30,5,0,,
1971/3/4,24,36,11,0,,
1971/3/5,25,32,17,0,,
1971/3/6,20,27,17,0,,
1971/3/7,23,27,19,0.02,,
1971/3/8,25,29,21,0.07,,
1971/3/9,25,35,17,0,,
1971/3/10,27,33,20,0,,
1971/3/11,24,29,20,0,,
1971/3/12,28,37,21,0,,
1971/3/13,27,35,18,0,,
1971/3/14,31,41,22,0,,
1971/3/15,29,33,26,0.24,,
1971/3/16,34,44,23,0,,
1971/3/17,38,47,29,0,,
1971/3/18,42,53,33,0,,
1971/3/19,43,58,30,0,,
1971/3/20,47,64,34,0,,
1971/3/21,45,54,38,0,,
1971/3/22,39,48,31,0,,
1971/3/23,41,50,31,0,,
1971/3/24,45,55,35,0,,
1971/3/25,42,53,35,0,,
1971/3/26,50,63,35,0,,
1971/3/27,53,70,36,0,,
1971/3/28,56,66,46,0,,
1971/3/29,47,60,35,0,,
1971/3/30,44,53,33,0,,
1971/3/31,46,53,42,0,,
1971/4/1,42,50,30,0,,
1971/4/2,42,51,31,0,,
1971/4/3,46,60,35,0,,
1971/4/4,49,62,39,0,,
1971/4/5,53,66,42,0,,
1971/4/6,51,61,45,0,,
1971/4/7,53,62,44,0,,
1971/4/8,51,57,46,0,,
1971/4/9,49,64,30,0,,
1971/4/10,52,70,35,0,,
1971/4/11,53,71,36,0,,
1971/4/12,58,66,51,0,,
1971/4/13,56,66,50,0,,
1971/4/14,48,58,37,0,,
1971/4/15,54,71,37,0,,
1971/4/16,57,67,49,0,,
1971/4/17,55,66,42,0,,
1971/4/18,58,73,39,0,,
1971/4/19,63,83,40,0,,
1971/4/20,67,83,48,0,,
1971/4/21,66,84,50,0,,
1971/4/22,63,74,54,0,,
1971/4/23,55,66,41,0,,
1971/4/24,59,67,50,0,,
1971/4/25,59,73,45,0,,
1971/4/26,60,69,44,0,,
1971/4/27,53,58,45,0.03,,
1971/4/28,61,77,45,0,,
1971/4/29,62,77,48,0,,
1971/4/30,64,80,50,0,,
1971/5/1,60,71,52,0.07,,
1971/5/2,54,63,48,0.13,,
1971/5/3,54,64,46,0.1,,
1971/5/4,58,67,46,0,,
1971/5/5,60,72,47,0,,
1971/5/6,64,80,43,0,,
1971/5/7,63,72,45,0,,
1971/5/8,63,77,51,0,,
1971/5/9,67,81,53,0,,
1971/5/10,74,88,56,0,,
1971/5/11,74,85,62,0.01,,
1971/5/12,71,79,62,0,,
1971/5/13,69,81,56,0,,
1971/5/14,72,83,62,0,,
1971/5/15,74,85,65,0.19,,
1971/5/16,64,73,49,0,,
1971/5/17,65,78,49,0,,
1971/5/18,68,81,53,0,,
1971/5/19,68,81,54,0,,
1971/5/20,72,89,52,0,,
1971/5/21,77,90,62,0,,
1971/5/22,75,81,58,0,,
1971/5/23,64,74,60,0.2,,
1971/5/24,71,82,60,0,,
1971/5/25,73,89,53,0,,
1971/5/26,73,82,65,0,,
1971/5/27,63,72,49,0.09,,
1971/5/28,66,81,51,0,,
1971/5/29,71,86,52,0,,
1971/5/30,75,92,61,0,,
1971/5/31,74,85,60,0,,
1971/6/1,71,80,62,0,,
1971/6/2,70,79,61,0,,
1971/6/3,71,87,56,0,,
1971/6/4,78,95,58,0,,
1971/6/5,74,83,62,0,,
1971/6/6,71,85,57,0,,
1971/6/7,74,83,68,0.01,,
1971/6/8,63,71,61,0.72,,
1971/6/9,65,73,55,0,,
1971/6/10,74,84,60,0,,
1971/6/11,78,92,64,0,,
1971/6/12,80,92,64,0,,
1971/6/13,76,83,69,0,,
1971/6/14,74,87,64,0,,
1971/6/15,75,93,63,0.25,,
1971/6/16,80,91,64,0,,
1971/6/17,81,94,67,0.18,,
1971/6/18,78,86,71,0.07,,
1971/6/19,80,92,66,0,,
1971/6/20,76,86,66,0,,
1971/6/21,77,90,62,0,,
1971/6/22,80,93,66,0,,
1971/6/23,80,93,69,0,,
1971/6/24,78,89,69,0,,
1971/6/25,72,81,70,0.1,,
1971/6/26,67,72,65,3.18,,
1971/6/27,74,82,65,0.09,,
1971/6/28,78,85,69,0,,
1971/6/29,72,80,69,0.74,,
1971/6/30,78,89,67,0,,
1971/7/1,76,88,69,1.34,,
1971/7/2,76,82,70,0.02,,
1971/7/3,77,87,71,0,,
1971/7/4,82,90,72,0,,
1971/7/5,81,88,73,0.46,,
1971/7/6,78,85,72,0.59,,
1971/7/7,79,85,74,0,,
1971/7/8,79,90,65,0,,
1971/7/9,74,81,68,0,,
1971/7/10,74,83,64,0.14,,
1971/7/11,78,90,67,0,,
1971/7/12,80,87,72,0,,
1971/7/13,75,85,71,0.5,,
1971/7/14,81,91,73,1.47,,
1971/7/15,81,93,72,0,,
1971/7/16,83,90,76,0,,
1971/7/17,86,93,80,0,,
1971/7/18,80,89,77,0,,
1971/7/19,71,78,67,0.06,,
1971/7/20,76,83,70,0.04,,
1971/7/21,77,89,70,0.41,,
1971/7/22,74,80,69,0,,
1971/7/23,72,76,67,0,,
1971/7/24,72,78,68,0,,
1971/7/25,73,76,71,0.12,,
1971/7/26,76,82,72,0.92,,
1971/7/27,82,90,76,0,,
1971/7/28,84,91,79,0,,
1971/7/29,84,93,76,0,,
1971/7/30,81,87,78,0,,
1971/7/31,78,85,71,0,,
1971/8/1,76,81,71,0,,
1971/8/2,73,82,65,0,,
1971/8/3,76,89,64,0,,
1971/8/4,76,86,61,0,,
1971/8/5,76,88,63,0,,
1971/8/6,77,89,68,0,,
1971/8/7,75,83,67,0.09,,
1971/8/8,76,87,70,0.44,,
1971/8/9,74,84,66,1.16,,
1971/8/10,76,85,68,0,,
1971/8/11,79,89,67,0,,
1971/8/12,79,90,66,0,,
1971/8/13,80,91,68,0,,
1971/8/14,83,92,75,0,,
1971/8/15,80,87,75,0,,
1971/8/16,78,89,66,0,,
1971/8/17,70,79,66,0.26,,
1971/8/18,70,78,63,0.2,,
1971/8/19,74,80,67,0,,
1971/8/20,75,85,65,0,,
1971/8/21,76,84,69,0,,
1971/8/22,75,84,68,0,,
1971/8/23,69,76,65,0.35,,
1971/8/24,72,81,60,0,,
1971/8/25,69,72,65,1.03,,
1971/8/26,72,82,63,0.02,,
1971/8/27,70,80,65,0,,
1971/8/28,72,80,68,0.11,,
1971/8/29,72,83,62,0,,
1971/8/30,74,85,63,0,,
1971/8/31,75,87,65,0,,
1971/9/1,76,88,71,0.37,,
1971/9/2,70,73,66,1.37,,
1971/9/3,72,84,63,0.05,,
1971/9/4,73,86,59,0,,
1971/9/5,71,83,57,0,,
1971/9/6,72,85,56,0,,
1971/9/7,70,85,55,0,,
1971/9/8,71,79,67,0.04,,
1971/9/9,68,80,62,0,,
1971/9/10,69,81,54,0,,
1971/9/11,69,82,55,0,,
1971/9/12,68,80,56,0,,
1971/9/13,69,83,56,0,,
1971/9/14,70,85,54,0,,
1971/9/15,71,85,61,0,,
1971/9/16,65,69,63,0.97,,
1971/9/17,64,74,58,0,,
1971/9/18,59,71,49,0,,
1971/9/19,60,76,45,0,,
1971/9/20,61,78,48,0,,
1971/9/21,66,79,52,0,,
1971/9/22,64,70,60,0,,
1971/9/23,65,76,56,0,,
1971/9/24,67,79,62,0,,
1971/9/25,68,79,60,0,,
1971/9/26,58,71,53,0.04,,
1971/9/27,58,74,47,0,,
1971/9/28,62,75,46,0,,
1971/9/29,63,73,52,0,,
1971/9/30,63,71,57,0.02,,
1971/10/1,60,70,51,0,,
1971/10/2,58,76,43,0,,
1971/10/3,62,79,45,0,,
1971/10/4,59,69,49,0,,
1971/10/5,53,70,38,0,,
1971/10/6,56,72,44,0,,
1971/10/7,61,76,49,0,,
1971/10/8,62,77,51,0,,
1971/10/9,62,76,52,0,,
1971/10/10,56,63,51,0.03,,
1971/10/11,51,68,35,0,,
1971/10/12,54,70,41,0,,
1971/10/13,55,68,42,0,,
1971/10/14,55,71,42,0,,
1971/10/15,61,75,50,0,,
1971/10/16,63,72,55,0,,
1971/10/17,56,73,45,0,,
1971/10/18,53,72,37,0,,
1971/10/19,57,71,42,0,,
1971/10/20,58,67,51,0,,
1971/10/21,51,59,44,0.19,,
1971/10/22,47,59,36,0,,
1971/10/23,45,55,37,0,,
1971/10/24,45,57,35,0,,
1971/10/25,49,58,39,0,,
1971/10/26,49,62,33,0,,
1971/10/27,51,64,38,0,,
1971/10/28,47,63,35,0,,
1971/10/29,49,66,36,0,,
1971/10/30,55,73,40,0,,
1971/10/31,51,67,39,0,,
1971/11/1,54,69,41,0,,
1971/11/2,53,67,41,0,,
1971/11/3,54,57,52,0.01,,
1971/11/4,50,53,47,0.09,,
1971/11/5,49,58,46,0.02,,
1971/11/6,46,59,38,0.01,,
1971/11/7,46,57,36,0,,
1971/11/8,45,51,41,0,,
1971/11/9,44,57,32,0,,
1971/11/10,46,58,35,0,,
1971/11/11,47,60,38,0,,
1971/11/12,43,49,35,0,,
1971/11/13,46,53,40,0,,
1971/11/14,43,59,31,0,,
1971/11/15,43,55,34,0,,
1971/11/16,40,55,32,0,,
1971/11/17,41,56,32,0,,
1971/11/18,44,59,30,0,,
1971/11/19,43,55,32,0,,
1971/11/20,44,52,36,0,,
1971/11/21,43,52,32,0,,
1971/11/22,41,51,36,0,,
1971/11/23,39,52,27,0,,
1971/11/24,42,55,32,0,,
1971/11/25,41,58,28,0,,
1971/11/26,46,56,35,0,,
1971/11/27,42,51,32,0,,
1971/11/28,24,37,17,0,,
1971/11/29,25,36,17,0,,
1971/11/30,27,44,15,0,,
1971/12/1,31,43,19,0,,
1971/12/2,37,45,27,0,,
1971/12/3,34,47,23,0,,
1971/12/4,36,45,29,0,,
1971/12/5,24,34,20,0,,
1971/12/6,24,31,18,0,,
1971/12/7,25,32,20,0,,
1971/12/8,24,33,20,0,,
1971/12/9,24,35,14,0,,
1971/12/10,31,42,23,0,,
1971/12/11,27,37,17,0,,
1971/12/12,26,36,15,0,,
1971/12/13,31,37,21,0,,
1971/12/14,27,37,20,0,,
1971/12/15,26,40,14,0,,
1971/12/16,26,43,13,0,,
1971/12/17,32,49,19,0,,
1971/12/18,21,33,17,0,,
1971/12/19,14,20,8,0,,
1971/12/20,12,21,5,0,,
1971/12/21,14,26,4,0,,
1971/12/22,20,26,12,0,,
1971/12/23,18,29,10,0,,
1971/12/24,20,28,12,0,,
1971/12/25,31,43,22,0,,
1971/12/26,25,34,16,0,,
1971/12/27,22,35,15,0,,
1971/12/28,18,34,7,0,,
1971/12/29,22,30,16,0,,
1971/12/30,26,44,14,0,,
1971/12/31,30,43,18,0,,
1972/1/1,26,37,21,0,,
1972/1/2,22,35,11,0,,
1972/1/3,21,25,15,0.11,,
1972/1/4,25,31,12,0,,
1972/1/5,21,33,14,0,,
1972/1/6,18,32,8,0,,
1972/1/7,20,34,9,0,,
1972/1/8,22,29,15,0,,
1972/1/9,22,32,12,0,,
1972/1/10,26,34,23,0.01,,
1972/1/11,28,41,15,0,,
1972/1/12,26,42,15,0,,
1972/1/13,28,37,16,0,,
1972/1/14,26,35,20,0,,
1972/1/15,22,36,7,0,,
1972/1/16,25,41,10,0,,
1972/1/17,22,36,12,0,,
1972/1/18,25,38,15,0,,
1972/1/19,33,40,26,0,,
1972/1/20,33,39,29,0,,
1972/1/21,24,35,13,0,,
1972/1/22,28,38,18,0,,
1972/1/23,24,33,18,0,,
1972/1/24,25,29,21,0.05,,
1972/1/25,17,24,5,0.07,,
1972/1/26,14,24,8,0,,
1972/1/27,12,29,-1,0,,
1972/1/28,14,24,3,0,,
1972/1/29,24,38,8,0.07,,
1972/1/30,22,30,13,0.06,,
1972/1/31,24,32,14,0.2,,
1972/2/1,19,26,12,0,,
1972/2/2,13,21,3,0,,
1972/2/3,16,21,7,0,,
1972/2/4,23,32,7,0,,
1972/2/5,19,30,10,0,,
1972/2/6,21,36,7,0,,
1972/2/7,22,35,10,0,,
1972/2/8,21,31,12,0,,
1972/2/9,25,40,14,0,,
1972/2/10,25,38,15,0,,
1972/2/11,24,31,17,0,,
1972/2/12,27,36,16,0.01,,
1972/2/13,25,37,13,0,,
1972/2/14,25,38,13,0,,
1972/2/15,28,37,20,0,,
1972/2/16,29,32,26,0.02,,
1972/2/17,31,37,28,0,,
1972/2/18,29,42,26,0,,
1972/2/19,22,31,14,0,,
1972/2/20,26,38,14,0,,
1972/2/21,30,42,22,0,,
1972/2/22,30,39,19,0,,
1972/2/23,25,33,17,0.06,,
1972/2/24,30,40,24,0,,
1972/2/25,30,34,26,0.26,,
1972/2/26,28,33,22,0,,
1972/2/27,26,34,15,0,,
1972/2/28,26,34,14,0,,
1972/2/29,30,38,22,0,,
1972/3/1,35,44,26,0,,
1972/3/2,32,44,23,0,,
1972/3/3,35,46,26,0,,
1972/3/4,36,49,22,0,,
1972/3/5,38,54,24,0,,
1972/3/6,42,63,26,0,,
1972/3/7,36,45,30,0,,
1972/3/8,42,57,27,0,,
1972/3/9,38,47,26,0,,
1972/3/10,38,50,27,0,,
1972/3/11,38,48,29,0,,
1972/3/12,38,51,24,0,,
1972/3/13,37,42,34,0,,
1972/3/14,44,61,32,0,,
1972/3/15,36,49,32,0,,
1972/3/16,42,55,31,0,,
1972/3/17,46,62,32,0,,
1972/3/18,47,58,35,0,,
1972/3/19,49,57,39,0,,
1972/3/20,40,53,34,0,,
1972/3/21,40,51,29,0,,
1972/3/22,42,53,31,0,,
1972/3/23,49,62,38,0,,
1972/3/24,47,60,33,0,,
1972/3/25,50,68,32,0,,
1972/3/26,49,63,38,0,,
1972/3/27,42,53,31,0,,
1972/3/28,44,58,32,0,,
1972/3/29,49,61,38,0,,
1972/3/30,40,49,33,0,,
1972/3/31,36,48,27,0,,
1972/4/1,42,57,26,0,,
1972/4/2,47,61,31,0,,
1972/4/3,51,63,40,0,,
1972/4/4,49,58,33,0,,
1972/4/5,43,49,40,0,,
1972/4/6,43,49,38,0.18,,
1972/4/7,42,54,31,0,,
1972/4/8,44,59,29,0,,
1972/4/9,51,64,32,0,,
1972/4/10,55,71,38,0,,
1972/4/11,52,68,35,0,,
1972/4/12,55,72,37,0,,
1972/4/13,62,76,45,0,,
1972/4/14,64,74,55,0,,
1972/4/15,60,72,46,0,,
1972/4/16,62,77,49,0,,
1972/4/17,59,70,49,0,,
1972/4/18,54,60,49,0,,
1972/4/19,58,69,48,0,,
1972/4/20,58,73,40,0,,
1972/4/21,61,71,49,0,,
1972/4/22,63,77,49,0,,
1972/4/23,64,78,48,0,,
1972/4/24,57,64,51,0,,
1972/4/25,62,77,45,0,,
1972/4/26,65,77,53,0,,
1972/4/27,71,87,47,0,,
1972/4/28,72,88,59,0,,
1972/4/29,72,88,51,0,,
1972/4/30,69,81,60,0,,
1972/5/1,64,72,46,0,,
1972/5/2,58,74,45,0,,
1972/5/3,62,75,49,0,,
1972/5/4,65,78,52,0,,
1972/5/5,70,84,55,0,,
1972/5/6,75,85,65,0,,
1972/5/7,65,77,57,0,,
1972/5/8,66,81,51,0,,
1972/5/9,63,72,54,0,,
1972/5/10,67,84,52,0,,
1972/5/11,65,76,60,0,,
1972/5/12,63,75,53,0,,
1972/5/13,60,67,54,0.06,,
1972/5/14,60,72,51,0,,
1972/5/15,58,66,52,0,,
1972/5/16,60,76,45,0,,
1972/5/17,62,75,51,0,,
1972/5/18,69,84,51,0,,
1972/5/19,67,76,59,0,,
1972/5/20,71,87,47,0,,
1972/5/21,69,80,53,0,,
1972/5/22,64,76,48,0,,
1972/5/23,66,77,54,0,,
1972/5/24,63,69,57,0,,
1972/5/25,65,77,53,0,,
1972/5/26,65,79,57,0.14,,
1972/5/27,65,74,55,0.05,,
1972/5/28,60,66,57,0,,
1972/5/29,63,75,53,0.01,,
1972/5/30,66,80,52,0,,
1972/5/31,72,90,51,0,,
1972/6/1,79,94,60,0,,
1972/6/2,78,93,65,0,,
1972/6/3,71,83,64,0,,
1972/6/4,78,94,65,0,,
1972/6/5,83,95,69,0,,
1972/6/6,80,94,67,0,,
1972/6/7,76,85,66,0,,
1972/6/8,77,92,58,0,,
1972/6/9,81,99,61,0,,
1972/6/10,84,101,68,0,,
1972/6/11,79,91,69,0.07,,
1972/6/12,74,86,62,0.08,,
1972/6/13,76,94,65,0.13,,
1972/6/14,80,91,69,0.08,,
1972/6/15,77,93,61,0,,
1972/6/16,78,96,61,0,,
1972/6/17,77,87,68,0,,
1972/6/18,68,77,62,0.05,,
1972/6/19,70,85,59,0.16,,
1972/6/20,77,93,58,0,,
1972/6/21,80,89,69,0,,
1972/6/22,75,86,68,0,,
1972/6/23,73,85,63,0,,
1972/6/24,80,93,66,0,,
1972/6/25,79,85,74,0,,
1972/6/26,78,90,65,0,,
1972/6/27,84,98,65,0,,
1972/6/28,85,103,67,0,,
1972/6/29,78,91,73,0.19,,
1972/6/30,78,87,67,0,,
1972/7/1,85,100,73,0,,
1972/7/2,84,97,72,0,,
1972/7/3,80,90,70,0,,
1972/7/4,86,101,72,0,,
1972/7/5,90,99,81,0,,
1972/7/6,80,92,73,0.08,,
1972/7/7,76,81,71,0,,
1972/7/8,79,91,69,0,,
1972/7/9,80,89,68,0,,
1972/7/10,81,94,67,0,,
1972/7/11,81,95,64,0,,
1972/7/12,84,97,68,0,,
1972/7/13,84,97,67,0,,
1972/7/14,84,98,73,0,,
1972/7/15,82,88,74,0,,
1972/7/16,87,103,69,0,,
1972/7/17,89,101,76,0,,
1972/7/18,84,91,77,0,,
1972/7/19,80,93,71,1.54,,
1972/7/20,78,86,73,1.76,,
1972/7/21,79,89,68,0,,
1972/7/22,80,87,71,0,,
1972/7/23,79,88,72,0,,
1972/7/24,79,90,67,0,,
1972/7/25,80,93,69,0,,
1972/7/26,79,88,69,0,,
1972/7/27,70,79,66,2.28,,
1972/7/28,75,84,70,0.87,,
1972/7/29,75,80,71,0,,
1972/7/30,76,81,73,0.03,,
1972/7/31,78,85,70,0,,
1972/8/1,80,88,74,0,,
1972/8/2,82,91,75,0,,
1972/8/3,82,91,75,0,,
1972/8/4,78,85,74,0.2,,
1972/8/5,73,81,67,0.11,,
1972/8/6,76,85,67,0,,
1972/8/7,75,84,68,0.83,,
1972/8/8,77,85,68,0,,
1972/8/9,79,89,67,0,,
1972/8/10,79,88,70,0,,
1972/8/11,80,89,68,0,,
1972/8/12,83,92,75,0.03,,
1972/8/13,73,83,69,0.16,,
1972/8/14,71,73,69,0,,
1972/8/15,73,81,69,0.09,,
1972/8/16,78,89,71,0,,
1972/8/17,75,81,70,0,,
1972/8/18,70,76,67,0,,
1972/8/19,71,83,59,0,,
1972/8/20,73,89,62,0,,
1972/8/21,75,86,64,0,,
1972/8/22,74,86,60,0,,
1972/8/23,78,87,71,0,,
1972/8/24,75,80,73,0.17,,
1972/8/25,74,86,64,0,,
1972/8/26,72,83,59,0,,
1972/8/27,73,81,66,0,,
1972/8/28,70,84,53,0,,
1972/8/29,71,78,66,0,,
1972/8/30,68,77,60,0.01,,
1972/8/31,64,76,53,0,,
1972/9/1,67,78,61,1.15,,
1972/9/2,61,65,59,0.91,,
1972/9/3,62,71,57,0.11,,
1972/9/4,66,76,55,0,,
1972/9/5,67,77,59,0,,
1972/9/6,63,73,57,0,,
1972/9/7,67,80,56,0,,
1972/9/8,69,81,61,0,,
1972/9/9,69,83,57,0,,
1972/9/10,69,81,56,0,,
1972/9/11,70,76,66,0,,
1972/9/12,70,77,61,0,,
1972/9/13,71,80,62,0,,
1972/9/14,71,82,65,0,,
1972/9/15,70,81,63,0,,
1972/9/16,72,84,63,0,,
1972/9/17,72,84,62,0,,
1972/9/18,70,85,57,0,,
1972/9/19,70,82,60,0,,
1972/9/20,66,73,60,0.03,,
1972/9/21,61,68,54,0.89,,
1972/9/22,58,71,48,0,,
1972/9/23,61,75,47,0,,
1972/9/24,58,69,47,0,,
1972/9/25,60,74,46,0,,
1972/9/26,60,76,47,0,,
1972/9/27,60,70,53,0,,
1972/9/28,56,67,47,0,,
1972/9/29,57,74,41,0,,
1972/9/30,63,71,54,0,,
1972/10/1,58,72,44,0,,
1972/10/2,55,62,51,0.31,,
1972/10/3,56,62,46,0,,
1972/10/4,59,69,48,0,,
1972/10/5,56,69,44,0,,
1972/10/6,60,73,51,0,,
1972/10/7,60,72,51,0,,
1972/10/8,62,73,53,0,,
1972/10/9,62,72,57,0.12,,
1972/10/10,53,62,45,0,,
1972/10/11,52,67,40,0,,
1972/10/12,56,68,44,0,,
1972/10/13,55,70,42,0,,
1972/10/14,60,71,51,0.11,,
1972/10/15,56,69,44,0,,
1972/10/16,56,71,41,0,,
1972/10/17,56,70,45,0,,
1972/10/18,58,72,45,0,,
1972/10/19,56,67,46,0,,
1972/10/20,51,58,43,0.29,,
1972/10/21,44,53,38,0,,
1972/10/22,46,60,29,0,,
1972/10/23,48,62,34,0,,
1972/10/24,48,62,34,0,,
1972/10/25,47,62,35,0,,
1972/10/26,50,56,41,0,,
1972/10/27,50,69,31,0,,
1972/10/28,52,73,35,0,,
1972/10/29,51,60,44,0.16,,
1972/10/30,45,52,35,0.02,,
1972/10/31,45,53,40,0,,
1972/11/1,47,58,38,0,,
1972/11/2,49,61,40,0.01,,
1972/11/3,50,61,38,0.01,,
1972/11/4,49,53,45,0,,
1972/11/5,39,45,36,0.22,,
1972/11/6,44,56,34,0.01,,
1972/11/7,39,43,35,0.03,,
1972/11/8,42,47,36,0,,
1972/11/9,45,56,39,0,,
1972/11/10,48,58,37,0,,
1972/11/11,46,54,42,0,,
1972/11/12,49,60,44,0,,
1972/11/13,47,57,38,0,,
1972/11/14,43,51,35,0.03,,
1972/11/15,44,49,39,0.02,,
1972/11/16,44,54,34,0,,
1972/11/17,33,47,27,0,,
1972/11/18,31,41,22,0,,
1972/11/19,37,49,30,0.01,,
1972/11/20,31,39,27,0,,
1972/11/21,26,33,18,0,,
1972/11/22,28,39,21,0,,
1972/11/23,27,33,21,0,,
1972/11/24,29,38,24,0,,
1972/11/25,30,41,19,0,,
1972/11/26,28,37,26,0,,
1972/11/27,24,34,15,0,,
1972/11/28,30,41,21,0,,
1972/11/29,32,41,24,0,,
1972/11/30,34,46,21,0,,
1972/12/1,31,43,21,0,,
1972/12/2,29,40,21,0,,
1972/12/3,33,44,23,0,,
1972/12/4,34,46,23,0,,
1972/12/5,39,46,32,0,,
1972/12/6,30,37,25,0,,
1972/12/7,29,36,24,0,,
1972/12/8,27,35,17,0,,
1972/12/9,31,44,21,0,,
1972/12/10,31,40,20,0,,
1972/12/11,26,39,16,0,,
1972/12/12,18,28,10,0,,
1972/12/13,26,38,15,0,,
1972/12/14,26,41,13,0,,
1972/12/15,27,37,14,0,,
1972/12/16,30,38,24,0,,
1972/12/17,26,32,20,0,,
1972/12/18,23,34,11,0,,
1972/12/19,20,31,10,0,,
1972/12/20,25,37,15,0,,
1972/12/21,26,34,18,0,,
1972/12/22,27,36,20,0,,
1972/12/23,32,39,28,0,,
1972/12/24,34,41,30,0,,
1972/12/25,33,39,29,0,,
1972/12/26,30,32,26,0,,
1972/12/27,35,42,27,0,,
1972/12/28,30,36,26,0,,
1972/12/29,26,34,17,0,,
1972/12/30,25,40,12,0,,
1972/12/31,25,37,15,0,,
1973/1/1,26,33,22,0,,
1973/1/2,20,27,14,0,,
1973/1/3,26,38,12,0,,
1973/1/4,25,43,11,0,,
1973/1/5,25,41,13,0,,
1973/1/6,24,32,18,0,,
1973/1/7,24,40,12,0,,
1973/1/8,21,29,13,0,,
1973/1/9,20,24,13,0,,
